issue,url,title,state,created,closed,labels,thread_type,verdict,duplicate_of,n_causes,cause_ids,categories,strengths,evidence_kinds,n_ruled_out,ruled_out_findings,summary,evidence
15206,https://github.com/mrdoob/three.js/issues/15206,gl.getShaderInfoLog() fragment 0:109(188): error: invalid input layout qualifier used,CLOSED,2018-11-05,2018-11-07,Device Issue,correctness_bug,incidental,,0,,,,,0,,"Shader compile errors on Mesa 18.2.3 driver, fixed by driver update; 'Major Performance Caveat' only appears in pasted WebGL report.",
15230,https://github.com/mrdoob/three.js/issues/15230,Suggestion: modify use of transparent and opacity properties,CLOSED,2018-11-09,2018-11-10,Suggestion,perf_feature_request,incidental,,0,,,,,0,,"Suggestion to derive material.transparent automatically; rejected since alpha in maps/custom shaders can't be detected, and auto-detection would cost performance.",
15232,https://github.com/mrdoob/three.js/issues/15232,Low fps using RectAreaLight,CLOSED,2018-11-09,2018-11-09,Help (please use the forum),perf_question_or_help,cause_established,,1,LUU-04,lights_uniforms_ubo,maintainer_confirmed,observed_cost,0,,Low FPS with four RectAreaLights; maintainer says these lights are intrinsically more expensive than point/spot lights and redirects to forum.,"donmccurdy: ""These are more expensive than other light types, yes. I would not suggest using four of them in a scene like this."""
15254,https://github.com/mrdoob/three.js/issues/15254,webgl_shaders_ocean triggers warnings,CLOSED,2018-11-15,2018-11-15,,correctness_bug,incidental,,0,,,,,0,,Ocean example triggers WebGL feedback-loop/incomplete-texture warnings and a lighting regression; performance explicitly stated as fine.,
15258,https://github.com/mrdoob/three.js/issues/15258,GLTFLoader: minor optimization,CLOSED,2018-11-15,2018-11-18,Suggestion; Loaders,perf_feature_request,cause_established,,1,AS-03,animation_skinning,reporter_asserted,proposed_optimization,0,,"GLTFLoader cubic spline interpolation rearranged to save three multiplications per animation frame; microbenchmarks show a few percent gain, inconsistent across engines.","""saves three multiplications during each cubicspline animation frame""; ""is a simplistic test which indicates a few percent performance gain."""
15259,https://github.com/mrdoob/three.js/issues/15259,skinning vertex shader possible optimization,CLOSED,2018-11-15,2026-04-14,Suggestion,perf_feature_request,cause_asserted_unverified,,1,AS-07,animation_skinning,speculative,proposed_optimization,1,"The proposed matrix-blend form increases scalar multiply/add work (200 vs 364 scalar ops), roughly 1.8x more expensive - so the proposed optimization is not one",Proposal to rewrite skinning vertex shader to accumulate a single skinMatrix; maintainer notes scalar op count is actually higher and skinning isn't usually a bottleneck. No measurement done.,"""the final skinMatrix could likely be reused by the skin normal shader fragment""; reporter states ""I am, unfortunately, not in a position to do performance testing"""
15285,https://github.com/mrdoob/three.js/issues/15285,The color of the environment map is displayed brighter than r98,CLOSED,2018-11-20,2019-12-14,,correctness_bug,incidental,,0,,,,,0,,Color/gamma encoding discussion about env maps being too bright after r99; 'performance implications' mentioned only as an aside about EXIF parsing.,
15293,https://github.com/mrdoob/three.js/issues/15293,Disappearing model parts,CLOSED,2018-11-21,2019-05-02,,correctness_bug,cause_established,,1,DCO-05,draw_call_overhead,maintainer_confirmed,proposed_optimization,0,,Transparent model parts disappear at certain angles due to per-object transparency sorting; maintainer notes merging the 60 meshes would also reduce draw calls.,"Mugen87: ""A nice side effect by this optimization is a better rendering performance since you lower the amount of draw calls."""
15319,https://github.com/mrdoob/three.js/issues/15319,GLTFLoader: Skinned meshes distorted,CLOSED,2018-11-26,2018-11-27,Bug,correctness_bug,incidental,,0,,,,,0,,Skinned glTF meshes distorted after normalizeSkinWeights() was removed from the SkinnedMesh constructor; restored in GLTFLoader. Perf only referenced as possible motivation for skipping normalization.,
15321,https://github.com/mrdoob/three.js/issues/15321,GLTFLoader: Disable cache,CLOSED,2018-11-27,2019-02-27,Suggestion; Loaders,perf_defect_report,cause_established,,1,LPC-03,loader_parse_cost,measured,observed_cost,0,,GLTFLoader's geometry cache did an O(n) linear isPrimitiveEqual comparison against every cached primitive; with thousands of unique objects this dominated load time. Fixed by hash-key based O(1) cache in #15431.,"body: ""instead of calling isPrimitiveEqual over thousands of objects) cuts the loading time by a factor of 4"""
15339,https://github.com/mrdoob/three.js/issues/15339,Expose objects' frustum culled state,CLOSED,2018-11-28,2021-03-17,Suggestion,perf_feature_request,cause_asserted_unverified,,2,CASI-04; PFAG-02,culling_and_spatial_index; per_frame_allocation_gc,reporter_asserted; speculative,proposed_optimization; hypothetical,0,,Request to expose renderer-computed frustum-cull state so apps need not re-traverse the scene; suggested workarounds and spatial-index advice.,"body: ""we don't have to duplicate the Scene traversal and calculations with our own Frustum outside of the renderer"" || Usnul: ""garbage accumulates and collection cycles cause hick-ups in your frame-rate"""
15422,https://github.com/mrdoob/three.js/issues/15422,Chrome-specific PositionalAudio performance issue,CLOSED,2018-12-13,2018-12-13,Browser Issue,perf_defect_report,cause_established,,2,DBD-18; MWU-06,device_browser_driver; matrix_world_updates,reporter_asserted; maintainer_confirmed,observed_cost; proposed_optimization,0,,"PositionalAudio updated panner position/orientation every frame even when not playing; on Chrome M71 a suspended AudioContext caused scheduled AudioParam events to accumulate, degrading FPS. Fixed by early-return when !isPlaying (also saves a matrix decomposition).","""becoming slower and slower, killing FPS very quickly WHEN the source is started and stopped constantly"" + https://bugs.chromium.org/p/chromium/issues/detail?id=914608 || Mugen87: ""it improves performance when positional audios are not playing"" ... ""We save a matrix decomposition after all."""
15428,https://github.com/mrdoob/three.js/issues/15428,Allow GLTFLoader to import tangents or make BufferGeometryUtils.computeTangents use the Mikktspace algorithm,CLOSED,2018-12-13,2019-02-15,Suggestion; Loaders,perf_feature_request,cause_asserted_unverified,,2,LPC-07; LPC-09,loader_parse_cost; loader_parse_cost,reporter_asserted; speculative,proposed_optimization; hypothetical,0,,"Request that GLTFLoader import stored tangents or that computeTangents use MikkTSpace; motivated mainly by correctness, with asserted CPU cost of computing tangents at load time vs bandwidth tradeoff.","""saving a bit of computation time, especially for GLTF files with larger vertex counts"" — hedged with ""I do believe"" and no measurement || ""Do you want to be serving lots and lots of tangents for example, or would you consider deriving them from a smaller data set?"""
15443,https://github.com/mrdoob/three.js/issues/15443,[idea] update world matrix only if local matrix composition yields a new result.,CLOSED,2018-12-17,2018-12-18,Duplicate,perf_feature_request,duplicate,14138,0,,,,,0,,Proposal to set matrixWorldNeedsUpdate only when the composed local matrix actually changes; closed as duplicate of #14138.,
15444,https://github.com/mrdoob/three.js/issues/15444,[idea] only traverse sub trees that need updates.,CLOSED,2018-12-17,2018-12-18,Duplicate,perf_feature_request,duplicate,14138,0,,,,,0,,Proposal to traverse only dirty subtrees for world matrix updates; closed as duplicate of #14138.,
15506,https://github.com/mrdoob/three.js/issues/15506,Convert concatenated string arrays to template strings,CLOSED,2019-01-03,2021-03-27,Suggestion,perf_feature_request,no_mechanism,,0,,,,,0,,"Suggestion to replace joined string arrays with template literals; readability-driven, with only vague speculation about .join() init cost and agreement there is no perf impact.",
15515,https://github.com/mrdoob/three.js/issues/15515,ParametricBufferGeometry: Using multiple materials does not work.,CLOSED,2019-01-03,2019-01-03,Help (please use the forum),perf_question_or_help,incidental,,0,,,,,0,,Help request about using two materials on ParametricBufferGeometry; performance mentioned only as an aside that two meshes cost the same draw calls.,
15545,https://github.com/mrdoob/three.js/issues/15545,Evaluate TypeScript,CLOSED,2019-01-08,2019-06-25,,other_nonperf,cause_established,,1,O-06,other,measured,observed_cost,0,,Meta discussion on adopting TypeScript; declined. Contains an aside measurement that porting three.js core to WASM was 1.5x faster while partial ports lose to JS-WASM call overhead.,"takahirox: ""porting the entire core to WASM can improve the runtime performance, 1.5x faster on my example, while partially porting the small parts, for example just Math codes(Vector3, Matrix4, ...), is no benef"""
15548,https://github.com/mrdoob/three.js/issues/15548,"MeshBasicMaterial: Why are there .aoMap, .lightMap, and .envMap properties?",CLOSED,2019-01-08,2019-01-17,Question,perf_question_or_help,cause_established,,1,SPC-01,shader_program_compilation,speculative,hypothetical,0,,"Question about why MeshBasicMaterial supports envMap/aoMap/lightMap, in context of glTF unlit materials; assigning envMap to an unlit material is asserted to add shader/sampling cost even with reflectivity=0.","takahirox: ""setting `envMap` should have negative performance impact even if `.reflectivity=0`. It's opposed to performant material"""
15553,https://github.com/mrdoob/three.js/issues/15553,The FXAA example should show how to use the effect for post processing,CLOSED,2019-01-09,2019-01-21,Suggestion; Addons,perf_feature_request,cause_established,,2,RTP-06; DBD-02,render_target_postprocessing; device_browser_driver,measured; maintainer_confirmed,observed_cost; observed_cost,0,,Request for a better FXAA example; thread includes benchmarks of AA techniques on desktop and mobile.,"looeee: ""SSAA and TAA cause a considerable frame rate drop"" || Mugen87: ""The general performance of FXAA compared to MSAA is not necessarily better. This depends on the GPU."""
15577,https://github.com/mrdoob/three.js/issues/15577,PCF Soft shadow performance / alternative (approximation),CLOSED,2019-01-14,2019-06-24,Suggestion,perf_feature_request,cause_asserted_unverified,,1,SM-01,shadow_maps,reporter_asserted,proposed_optimization,0,,Proposal for a cheaper approximate PCF-soft shadow type because the existing PCF_SOFT lerp is too slow on mobile/VR devices.,"body: ""The linear interpolation operation involved is extremely taxing on these devices."""
15595,https://github.com/mrdoob/three.js/issues/15595,Raycaster slowdown in chrome on poor Vector3 creation,CLOSED,2019-01-16,2019-01-16,Duplicate,perf_defect_report,duplicate,12957,0,,,,,0,,Raycasting slows down drastically in Chrome after creating a Vector3 with string properties; closed as duplicate of #12957.,
15631,https://github.com/mrdoob/three.js/issues/15631,Compress GLSL for faster transfer to GPU.,CLOSED,2019-01-23,2019-02-04,Suggestion,perf_feature_request,cause_asserted_unverified,,2,SPC-06; SPC-03,shader_program_compilation; shader_program_compilation,speculative; reporter_asserted,hypothetical; hypothetical,0,,Suggestion to run a GLSL optimizer/minifier on generated shaders before upload; maintainers ask for numbers and consider it a micro-optimisation.,"""I remember a discussion, maybe it was a blog on unity, back in ~2010 that this would improve the performance as much as 30% on mobile phones"" — recalled hedged, no measurement in thread; mrdoob replies ""I have the feeling this is would be a micro-optimisation."" || TimvanScherpenzeel: ""As for doing this in realtime, I don't see a real option using this ASM.js file as it is really quite slow."""
